filename,label,HSV_0,HSV_1,HSV_2,HSV_3,HSV_4,HSV_5,HSV_6,HSV_7,HSV_8,HSV_9,HSV_10,HSV_11,HSV_12,HSV_13,HSV_14,HSV_15,HSV_16,HSV_17,HSV_18,HSV_19,HSV_20,HSV_21,HSV_22,HSV_23,HSV_24,HSV_25,HSV_26,HSV_27,HSV_28,HSV_29,HSV_30,HSV_31,HSV_32,HSV_33,HSV_34,HSV_35,HSV_36,HSV_37,HSV_38,HSV_39,HSV_40,HSV_41,HSV_42,HSV_43,HSV_44,HSV_45,HSV_46,HSV_47,HSV_48,HSV_49,HSV_50,HSV_51,HSV_52,HSV_53,HSV_54,HSV_55,HSV_56,HSV_57,HSV_58,HSV_59,HSV_60,HSV_61,HSV_62,HSV_63,HSV_64,HSV_65,HSV_66,HSV_67,HSV_68,HSV_69,HSV_70,HSV_71,HSV_72,HSV_73,HSV_74,HSV_75,HSV_76,HSV_77,HSV_78,HSV_79,HSV_80,HSV_81,HSV_82,HSV_83,HSV_84,HSV_85,HSV_86,HSV_87,HSV_88,HSV_89,HSV_90,HSV_91,HSV_92,HSV_93,HSV_94,HSV_95
100000_sample_ (19).jpg,100k,0.9784357,0.20522134,0.02331893,0.00199244,7.379408e-05,0.0,0.0,0.0,0.9693626,0.20651393,0.13255689,0.008810183,0.0062237075,0.00064661895,0.0,0.00016165474,0.9366787,0.00198248,0.001206727,0.007154167,0.06680096,0.33840072,0.05999157,0.0,0.9868743,0.16142705,0.0043667005,0.0011973211,0.0,0.0,7.043065e-05,0.0,0.96856564,0.1293527,0.18271603,0.108263515,0.0058059297,0.0026468209,0.00034152527,0.0011953384,0.95701134,0.0027649298,0.00319695,0.13038372,0.24936211,0.07016009,0.0027649298,0.0,0.99985504,0.016626887,0.0036741062,6.2272986e-05,0.0,6.2272986e-05,0.0,0.0,0.9835658,0.17100228,0.045852825,0.0351841,0.004010231,0.0,0.0,7.566473e-05,0.95229506,0.0017591116,0.0032543566,0.002726623,0.07238744,0.25111318,0.15752845,0.0,0.99896884,0.044562224,0.006135379,0.0032291468,0.0,0.0,0.0,0.005231218,0.96731144,0.21476166,0.10245588,0.08738636,0.007240103,0.0,0.0,0.00016837449,0.95536053,0.0036624388,0.0033944554,0.07208751,0.25815728,0.10567476,0.06520928,0.0
100000_sample_ (2).jpg,100k,0.9895024,0.12327445,0.022224776,0.057676755,0.030453326,0.0063828942,0.00046141405,0.029991912,0.96556944,0.25429088,0.054647487,0.002818495,0.003992868,0.0012526645,0.0,0.00015658306,0.90931463,0.018437631,0.0030270738,0.012016566,0.059348993,0.10209495,0.39838126,0.00027518853,0.9492403,0.0034180465,0.005615362,0.009440319,0.31006566,0.05151484,8.138206e-05,0.0039877207,0.9794524,0.2016136,0.0049262396,0.0,0.00079689175,0.0,0.0,0.0001448894,0.959642,0.2796591,0.0026434276,0.0014772095,0.00015549574,0.0007774787,0.029466443,0.0,0.9995348,0.028630689,0.00050786143,0.0007617922,0.0,0.0,0.00019044805,0.010474642,0.97462964,0.21310781,0.06740371,0.00505917,0.0070050047,0.008016839,0.0,0.0,0.76527274,0.0020527702,0.0028738782,0.009750658,0.047111075,0.27127358,0.58175504,0.0015395776,0.9414389,0.0028929203,0.0,0.0,0.32739592,0.08058849,0.0009092035,0.0009918583,0.9331019,0.35903352,0.020307507,8.026683e-05,0.001444803,0.0,0.0,0.0011237356,0.9482807,0.3141942,0.00072228553,0.001685333,0.0012840632,0.0036916817,0.045022465,0.0
100000_sample_ (20).jpg,100k,0.99777335,0.033307962,0.0015321663,0.0,0.000866007,0.0,0.00019984777,0.057756007,0.98931444,0.14374836,0.024217704,0.002620044,0.000283248,0.0,0.0,0.0,0.944648,0.0016581959,0.002094563,0.002443657,0.032902095,0.1638123,0.28232968,0.0,0.9993789,0.035238765,0.0,0.0,0.0,6.315191e-05,0.0,0.0,0.97166884,0.20525594,0.11464236,0.019417197,0.0144819915,0.0,0.0,8.090498e-05,0.9228397,0.0031974032,0.0038023172,0.06982437,0.37712073,0.03508502,0.0039751497,0.0,0.97454697,0.22411261,0.00088494614,0.0005162186,0.003318548,0.00044247307,0.0,0.004424731,0.97181976,0.22075096,0.0825668,0.0042181714,0.0004686857,0.0,0.0,0.0,0.94092065,0.0030543704,0.0014835513,0.0017453545,0.0191989,0.17287737,0.29051426,0.0,0.9947192,0.10263401,0.00013398696,0.0,0.0,0.0,0.0,0.00013398696,0.92227626,0.37487283,0.09363254,0.010194211,0.002398638,0.0,0.0,0.00017133128,0.9190577,0.0046904245,0.009469348,0.048231725,0.3858538,0.058586057,0.024071613,0.0
100000_sample_ (21).jpg,100k,0.9888086,0.14803538,0.018495599,0.0009883144,0.0,0.0,0.0,0.00028237555,0.95369524,0.22230835,0.20246091,0.006022088,0.004071271,0.0011026359,0.0,0.0,0.9269645,0.0022246437,0.0024026153,0.0027585581,0.02616181,0.3390357,0.15839463,0.0,0.99212927,0.12498779,0.0070163757,0.0028890958,0.0,0.0,0.0,0.0,0.97932386,0.14919356,0.13439229,0.024485065,0.0022831731,0.00015746022,0.0,7.873011e-05,0.97202337,0.0018341569,0.0019139028,0.0019936487,0.053828515,0.22288993,0.05079817,0.0012759352,0.99970025,0.024424175,0.0016909044,0.0,0.0,0.0,0.0,0.00025050435,0.9866571,0.144387,0.07019546,0.025861483,0.007992178,0.0,0.0,0.00022619373,0.97287273,0.0017985883,0.0021256043,0.0018803423,0.04970644,0.19195843,0.1191156,0.0,0.9995507,0.029069992,0.0027292788,0.0021580344,0.0,0.0,0.0,0.0064106314,0.9706572,0.22198452,0.07237923,0.05751564,0.00080780394,0.0,0.0,0.00016156079,0.92924476,0.0028570169,0.0027677352,0.0031248622,0.04981923,0.34043142,0.13454764,0.0
100000_sample_ (22).jpg,100k,0.5587142,0.030468706,0.0009095136,0.018372174,0.82683885,0.0005457082,0.00036380545,0.053934157,0.49880537,0.13663405,0.8558757,0.0010930724,0.0,0.0,0.0,0.0,0.40466952,0.8804413,0.0017248524,0.002108153,0.002108153,0.032580547,0.24492905,0.001437377,0.6482464,0.016128998,0.0015929876,0.73446685,0.19753046,0.0007964938,0.0,0.03245712,0.5277278,0.3796717,0.7568016,0.0677796,0.003177169,0.0,0.0,0.0,0.99091226,0.052978396,0.0019306996,0.010116866,0.04780412,0.07282598,0.087113164,0.0016217877,0.5033273,0.13767362,0.0008237763,0.17536138,0.8340735,0.00010297204,0.0,0.035731297,0.45479557,0.17540148,0.87315243,0.0004589259,0.0,0.0,0.0,0.0,0.41209728,0.8904445,0.0016843213,0.0016843213,0.0025264819,0.033967145,0.19004759,0.00065501384,0.47362727,0.04944187,0.0013927288,0.84866923,0.228507,0.00029844188,9.9480625e-05,0.027854575,0.44825828,0.28347465,0.84759796,0.01685841,0.0003897898,0.0,0.0,0.0,0.9449501,0.3146464,0.0012636401,0.0017690961,0.002864251,0.03024312,0.0844954,0.0
100000_sample_ (23).jpg,100k,0.9925444,0.12165481,0.007462225,0.0,0.0,0.0,0.0,0.0,0.9639925,0.1896175,0.18605544,0.01101753,0.004887476,0.0013254172,0.00024851572,8.2838575e-05,0.9230355,0.0022712075,0.00210297,0.0038694646,0.040881734,0.3817311,0.024310332,0.0,0.9929299,0.11856184,0.005665304,0.0011603634,0.0,0.0,0.0,0.0,0.97432655,0.15183783,0.16165738,0.038628973,0.0027592124,0.0003246132,0.0,8.11533e-05,0.9539801,0.0026640513,0.0020812901,0.0024142964,0.080171295,0.28671852,0.035631686,0.0003330064,0.9998125,0.019357635,0.0004979456,0.0,0.0,0.0,0.0,0.0001244864,0.9620347,0.24681649,0.11166698,0.030394068,0.013323427,0.0,0.0,8.327142e-05,0.95706296,0.0017803457,0.0016955673,0.0021194592,0.06510979,0.26586497,0.095375665,0.0,0.99942493,0.03341175,0.00400941,0.0026092986,0.0,0.0,0.0,0.0032457127,0.9407197,0.30948675,0.11183505,0.08220053,0.0005291879,0.00017639597,0.0,8.819799e-05,0.9115266,0.0032041122,0.0023381358,0.0021649406,0.025632897,0.4044975,0.069451295,0.0
100000_sample_ (24).jpg,100k,0.5434022,0.01030106,0.0006810618,0.0005959291,0.8394087,0.0003405309,8.513273e-05,0.0,0.48363826,0.10819988,0.8685475,0.0034845541,0.0,0.0,0.0,0.0,0.5572283,0.8126247,0.0030369337,0.0014694841,0.00068575924,0.078470446,0.15155278,0.0,0.6325362,0.008747168,0.0014754259,0.45148033,0.6292692,0.0021077513,0.00073771295,0.0003161627,0.5447634,0.5200217,0.6484111,0.11122624,0.0014488389,0.00011144914,0.0,0.0,0.99540895,0.022950334,0.0009886298,0.0011298626,0.006143628,0.072169974,0.058187924,0.0,0.4474877,0.1079462,0.00053838507,0.026739791,0.8873483,0.0,0.0,8.973084e-05,0.42230225,0.16755717,0.89078957,0.0089097135,0.0,0.0,0.0,0.0,0.5430304,0.82704616,0.0013410524,0.0017242101,0.0020115785,0.06369998,0.13056102,0.0,0.5174215,0.04277216,0.0010135582,0.29747936,0.80121785,0.0007094908,0.0,0.0,0.47704098,0.5116262,0.7130529,0.047181047,0.0,0.0,0.0,0.0,0.93092597,0.35595745,0.0012043027,0.0012903243,0.0050752754,0.053075336,0.061849542,0.0
100000_sample_ (25).jpg,100k,0.9926135,0.119468324,0.013964737,0.01571033,0.001955063,0.0,0.0,0.00027929473,0.9714318,0.16531567,0.16944048,0.016660973,0.0017793273,0.00024263553,0.0,0.00024263553,0.92568475,0.0024019252,0.002316142,0.002487708,0.06382258,0.37092584,0.03783032,0.0,0.99334955,0.11423726,0.0142710805,0.0015780522,0.0,0.0,0.0,0.00068610965,0.97544986,0.13688926,0.12504706,0.11883611,0.0004140631,8.281262e-05,0.0,8.281262e-05,0.9503701,0.0020385094,0.0027180125,0.002378261,0.10838075,0.28955328,0.034484785,0.0016987579,0.9976097,0.018343318,0.0070705153,0.0031350397,0.00040021783,6.6702974e-05,6.6702974e-05,0.06616935,0.98566306,0.15135507,0.064358085,0.037630554,0.0014385926,0.0,0.0,7.57154e-05,0.9574813,0.0025697297,0.0023984145,0.0025697297,0.084372796,0.2589431,0.09508,0.0,0.9971738,0.039590366,0.008367036,0.0062582707,6.802468e-05,6.802468e-05,0.0,0.06299085,0.9767104,0.19569643,0.04848117,0.06619854,0.0317302,0.00024160053,0.0,0.00040266753,0.9250532,0.002618075,0.001570845,0.0027926133,0.07304429,0.36845043,0.05628861,0.0
100000_sample_ (26).jpg,100k,0.70520204,0.017348934,0.0025702124,0.4274049,0.56416166,0.000107092186,0.0,0.037803542,0.53672075,0.15557931,0.82929164,0.0011152639,0.0,0.0,0.0,0.0,0.7008862,0.6778979,0.00216482,0.0020617333,0.0035049466,0.10968421,0.19277206,0.0,0.5174124,0.013675666,0.008067659,0.8184739,0.24921197,0.0,0.0,0.0051160767,0.49765208,0.67497265,0.5401306,0.07079752,0.0009802734,0.0,0.0,0.0,0.9980779,0.0048048683,0.00093428,0.00140142,0.003803854,0.053187225,0.03116491,0.0,0.45625243,0.11030713,0.00049420755,0.8625899,0.18868844,0.0,0.0,0.0010872566,0.41634998,0.18248452,0.89066344,0.00841111,0.0,0.0,0.0,0.0,0.81202376,0.573591,0.0015025304,0.0015964386,0.0016903467,0.0564388,0.09174826,0.0,0.44703418,0.044371508,0.015809532,0.8927582,0.030396229,0.0,0.0,0.0006987639,0.5092569,0.6406434,0.5737713,0.03193572,0.0002143337,0.0,0.0,0.0,0.99382746,0.0834412,0.0011599124,0.0018848577,0.004277177,0.051978577,0.051181138,0.0
100000_sample_ (27).jpg,100k,0.9883786,0.15115961,0.015646968,0.00042480454,0.0036108387,0.00063720683,0.00014160151,0.0,0.9664165,0.21166798,0.14553191,0.0073213372,0.0016269637,0.0,0.0,0.00024404457,0.94864875,0.0032523144,0.0021396806,0.0021396806,0.018315665,0.2779873,0.14977764,0.0,0.9888055,0.14905278,0.005953706,0.0033620927,0.000350218,7.00436e-05,0.0,0.0,0.9676209,0.18723935,0.16895616,0.009468075,0.003917824,8.1621336e-05,0.0,0.0,0.95992357,0.002696888,0.0018541105,0.0022754993,0.047448374,0.25089487,0.11546052,0.00025283324,0.9997683,0.0136156455,0.0011399145,0.005699572,0.015578832,0.00050662865,0.00018998575,0.0010765858,0.988519,0.14453313,0.033359416,0.028760634,0.0005109757,0.0,0.0,0.00029198613,0.972955,0.011570008,0.0019834298,0.0028098589,0.04710646,0.14206316,0.17553353,0.0,0.9995406,0.02953275,0.0024134289,0.0020958725,0.0005716016,0.00044457903,0.0,0.0059700613,0.9759741,0.204513,0.054997735,0.05122646,0.00031427277,0.0,0.0,0.00023570457,0.93378544,0.002270709,0.002358044,0.002532714,0.007685477,0.3175499,0.16471374,0.0
100000_sample_ (28).jpg,100k,0.9996079,0.027659882,0.0010735571,0.0020208133,0.003662724,0.00037890248,0.0,0.00025260166,0.9872863,0.15505344,0.03492843,0.0019444694,0.00064815645,0.0,0.0,7.2017385e-05,0.95005625,0.0022125996,0.0023827995,0.0022125996,0.0030635996,0.17819937,0.25615096,0.0,0.999358,0.035826758,0.0,0.0,6.318652e-05,0.0,0.0,0.0,0.9811073,0.18954909,0.027901266,0.026854035,7.480232e-05,0.0,0.0,7.480232e-05,0.94608885,0.00658209,0.0005196387,0.0012990967,0.043303225,0.29515478,0.12601238,0.0,0.9746978,0.2231379,0.0014841231,0.012466634,0.0040071323,0.0,0.0,0.0,0.9674423,0.22882015,0.10745786,0.012216601,0.00048223423,0.0,0.0,0.00040186188,0.9523502,0.0072894883,0.0026585192,0.0025727605,0.012091975,0.23832339,0.18978398,0.0,0.99394006,0.10992077,6.7436056e-05,0.00013487211,0.0007417966,6.7436056e-05,0.0,0.0,0.9609947,0.26915464,0.06336316,0.005471912,0.00015860616,0.0,0.0,0.00015860616,0.94750905,0.0046713674,0.0025086973,0.0051039015,0.027509164,0.28192568,0.14809965,0.0
